selection_coefficient,fasta_file,Tajimas_D,Tajima_pi,num_of_mutation,snps_file,matrix_image_file,ancestral_seq,snps_image,output_file,average_h
0.7637,output/output_selection/fasta/selection_0.7637.fasta,-2.74551560793618,8.29688672810237e-05,234.0,output/output_selection/snps/snps_0.7637.fasta,output/output_selection/matrix/matrix_0.7637.txt,output/output_selection/ancestral_sequence/ancestral_0.7637.fasta,output/output_selection/images/image_0.7637.png,output/output_selection/h_result/h_0.7637.txt,21244.2
0.7643,output/output_selection/fasta/selection_0.7643.fasta,-2.702717814230801,9.195665619101344e-05,242.0,output/output_selection/snps/snps_0.7643.fasta,output/output_selection/matrix/matrix_0.7643.txt,output/output_selection/ancestral_sequence/ancestral_0.7643.fasta,output/output_selection/images/image_0.7643.png,output/output_selection/h_result/h_0.7643.txt,20320.8
0.7672,output/output_selection/fasta/selection_0.7672.fasta,-2.594312695591789,0.00012098868910300751,272.0,output/output_selection/snps/snps_0.7672.fasta,output/output_selection/matrix/matrix_0.7672.txt,output/output_selection/ancestral_sequence/ancestral_0.7672.fasta,output/output_selection/images/image_0.7672.png,output/output_selection/h_result/h_0.7672.txt,23473.2
0.808,output/output_selection/fasta/selection_0.808.fasta,-2.6714321000879435,0.00010347977328307478,259.0,output/output_selection/snps/snps_0.808.fasta,output/output_selection/matrix/matrix_0.808.txt,output/output_selection/ancestral_sequence/ancestral_0.808.fasta,output/output_selection/images/image_0.808.png,output/output_selection/h_result/h_0.808.txt,21717.6
0.8111,output/output_selection/fasta/selection_0.8111.fasta,-1.9837628181643443,0.00025993275420781083,326.0,output/output_selection/snps/snps_0.8111.fasta,output/output_selection/matrix/matrix_0.8111.txt,output/output_selection/ancestral_sequence/ancestral_0.8111.fasta,output/output_selection/images/image_0.8111.png,output/output_selection/h_result/h_0.8111.txt,20564.4
0.8173,output/output_selection/fasta/selection_0.8173.fasta,-2.7190987896575245,8.810012909971872e-05,238.0,output/output_selection/snps/snps_0.8173.fasta,output/output_selection/matrix/matrix_0.8173.txt,output/output_selection/ancestral_sequence/ancestral_0.8173.fasta,output/output_selection/images/image_0.8173.png,output/output_selection/h_result/h_0.8173.txt,20419.5
0.8705,output/output_selection/fasta/selection_0.8705.fasta,-2.597622176969027,9.820709873709308e-05,224.0,output/output_selection/snps/snps_0.8705.fasta,output/output_selection/matrix/matrix_0.8705.txt,output/output_selection/ancestral_sequence/ancestral_0.8705.fasta,output/output_selection/images/image_0.8705.png,output/output_selection/h_result/h_0.8705.txt,20824.9
0.886,output/output_selection/fasta/selection_0.886.fasta,-2.627949293107012,0.00011932001892102241,280.0,output/output_selection/snps/snps_0.886.fasta,output/output_selection/matrix/matrix_0.886.txt,output/output_selection/ancestral_sequence/ancestral_0.886.fasta,output/output_selection/images/image_0.886.png,output/output_selection/h_result/h_0.886.txt,22386.1
0.8922,output/output_selection/fasta/selection_0.8922.fasta,-2.652796550554723,0.0001248553171033943,302.0,output/output_selection/snps/snps_0.8922.fasta,output/output_selection/matrix/matrix_0.8922.txt,output/output_selection/ancestral_sequence/ancestral_0.8922.fasta,output/output_selection/images/image_0.8922.png,output/output_selection/h_result/h_0.8922.txt,21906.3
0.9454,output/output_selection/fasta/selection_0.9454.fasta,-2.767977694557286,8.950819582713223e-05,260.0,output/output_selection/snps/snps_0.9454.fasta,output/output_selection/matrix/matrix_0.9454.txt,output/output_selection/ancestral_sequence/ancestral_0.9454.fasta,output/output_selection/images/image_0.9454.png,output/output_selection/h_result/h_0.9454.txt,17399.0
0.9955,output/output_selection/fasta/selection_0.9955.fasta,-2.6738615398881325,0.00012121494946666634,302.0,output/output_selection/snps/snps_0.9955.fasta,output/output_selection/matrix/matrix_0.9955.txt,output/output_selection/ancestral_sequence/ancestral_0.9955.fasta,output/output_selection/images/image_0.9955.png,output/output_selection/h_result/h_0.9955.txt,22709.8
0.0279,output/output_selection/fasta/selection_0.0279.fasta,-2.0046424154057267,0.0003647014034910174,462.0,output/output_selection/snps/snps_0.0279.fasta,output/output_selection/matrix/matrix_0.0279.txt,output/output_selection/ancestral_sequence/ancestral_0.0279.fasta,output/output_selection/images/image_0.0279.png,output/output_selection/h_result/h_0.0279.txt,16014.7
0.0523,output/output_selection/fasta/selection_0.0523.fasta,-2.548241875002061,0.00015030152728775733,317.0,output/output_selection/snps/snps_0.0523.fasta,output/output_selection/matrix/matrix_0.0523.txt,output/output_selection/ancestral_sequence/ancestral_0.0523.fasta,output/output_selection/images/image_0.0523.png,output/output_selection/h_result/h_0.0523.txt,16502.5
0.0826,output/output_selection/fasta/selection_0.0826.fasta,-2.4470283999103484,0.00019994547529272132,374.0,output/output_selection/snps/snps_0.0826.fasta,output/output_selection/matrix/matrix_0.0826.txt,output/output_selection/ancestral_sequence/ancestral_0.0826.fasta,output/output_selection/images/image_0.0826.png,output/output_selection/h_result/h_0.0826.txt,19107.9
0.1285,output/output_selection/fasta/selection_0.1285.fasta,-2.7699444591968496,9.43465312821614e-05,274.0,output/output_selection/snps/snps_0.1285.fasta,output/output_selection/matrix/matrix_0.1285.txt,output/output_selection/ancestral_sequence/ancestral_0.1285.fasta,output/output_selection/images/image_0.1285.png,output/output_selection/h_result/h_0.1285.txt,22842.9
0.1529,output/output_selection/fasta/selection_0.1529.fasta,-2.598719613453534,0.0001342006781952379,302.0,output/output_selection/snps/snps_0.1529.fasta,output/output_selection/matrix/matrix_0.1529.txt,output/output_selection/ancestral_sequence/ancestral_0.1529.fasta,output/output_selection/images/image_0.1529.png,output/output_selection/h_result/h_0.1529.txt,19700.0
0.2076,output/output_selection/fasta/selection_0.2076.fasta,-2.6675563370410638,9.768993219158679e-05,244.0,output/output_selection/snps/snps_0.2076.fasta,output/output_selection/matrix/matrix_0.2076.txt,output/output_selection/ancestral_sequence/ancestral_0.2076.fasta,output/output_selection/images/image_0.2076.png,output/output_selection/h_result/h_0.2076.txt,19539.6
0.2107,output/output_selection/fasta/selection_0.2107.fasta,-2.321042872815073,0.0002218806094767333,366.0,output/output_selection/snps/snps_0.2107.fasta,output/output_selection/matrix/matrix_0.2107.txt,output/output_selection/ancestral_sequence/ancestral_0.2107.fasta,output/output_selection/images/image_0.2107.png,output/output_selection/h_result/h_0.2107.txt,17287.8
0.2701,output/output_selection/fasta/selection_0.2701.fasta,-2.714311529251785,0.00012059273346660414,318.0,output/output_selection/snps/snps_0.2701.fasta,output/output_selection/matrix/matrix_0.2701.txt,output/output_selection/ancestral_sequence/ancestral_0.2701.fasta,output/output_selection/images/image_0.2701.png,output/output_selection/h_result/h_0.2701.txt,19916.9
0.2916,output/output_selection/fasta/selection_0.2916.fasta,-2.6464409822358284,0.00011373623637500947,274.0,output/output_selection/snps/snps_0.2916.fasta,output/output_selection/matrix/matrix_0.2916.txt,output/output_selection/ancestral_sequence/ancestral_0.2916.fasta,output/output_selection/images/image_0.2916.png,output/output_selection/h_result/h_0.2916.txt,20424.8
0.3295,output/output_selection/fasta/selection_0.3295.fasta,-2.1726299794645243,0.0003402006383976565,490.0,output/output_selection/snps/snps_0.3295.fasta,output/output_selection/matrix/matrix_0.3295.txt,output/output_selection/ancestral_sequence/ancestral_0.3295.fasta,output/output_selection/images/image_0.3295.png,output/output_selection/h_result/h_0.3295.txt,20296.3
0.3357,output/output_selection/fasta/selection_0.3357.fasta,-2.0292848802961294,0.00018864861856431904,246.0,output/output_selection/snps/snps_0.3357.fasta,output/output_selection/matrix/matrix_0.3357.txt,output/output_selection/ancestral_sequence/ancestral_0.3357.fasta,output/output_selection/images/image_0.3357.png,output/output_selection/h_result/h_0.3357.txt,22025.3
0.3404,output/output_selection/fasta/selection_0.3404.fasta,-2.6810470862931832,0.00010746963237438315,272.0,output/output_selection/snps/snps_0.3404.fasta,output/output_selection/matrix/matrix_0.3404.txt,output/output_selection/ancestral_sequence/ancestral_0.3404.fasta,output/output_selection/images/image_0.3404.png,output/output_selection/h_result/h_0.3404.txt,16871.2
0.3648,output/output_selection/fasta/selection_0.3648.fasta,-2.6924296387684263,0.00011923719146646875,305.0,output/output_selection/snps/snps_0.3648.fasta,output/output_selection/matrix/matrix_0.3648.txt,output/output_selection/ancestral_sequence/ancestral_0.3648.fasta,output/output_selection/images/image_0.3648.png,output/output_selection/h_result/h_0.3648.txt,18377.4
0.3785,output/output_selection/fasta/selection_0.3785.fasta,-2.758043631272494,0.00015968123147051277,444.0,output/output_selection/snps/snps_0.3785.fasta,output/output_selection/matrix/matrix_0.3785.txt,output/output_selection/ancestral_sequence/ancestral_0.3785.fasta,output/output_selection/images/image_0.3785.png,output/output_selection/h_result/h_0.3785.txt,18112.4
0.3889,output/output_selection/fasta/selection_0.3889.fasta,-2.7792109279578914,0.00015324089183350512,441.0,output/output_selection/snps/snps_0.3889.fasta,output/output_selection/matrix/matrix_0.3889.txt,output/output_selection/ancestral_sequence/ancestral_0.3889.fasta,output/output_selection/images/image_0.3889.png,output/output_selection/h_result/h_0.3889.txt,18101.5
0.3982,output/output_selection/fasta/selection_0.3982.fasta,-2.5932386994725287,0.00010529995710143872,238.0,output/output_selection/snps/snps_0.3982.fasta,output/output_selection/matrix/matrix_0.3982.txt,output/output_selection/ancestral_sequence/ancestral_0.3982.fasta,output/output_selection/images/image_0.3982.png,output/output_selection/h_result/h_0.3982.txt,17237.5
0.4273,output/output_selection/fasta/selection_0.4273.fasta,-2.730565201616024,0.00010363936764672712,282.0,output/output_selection/snps/snps_0.4273.fasta,output/output_selection/matrix/matrix_0.4273.txt,output/output_selection/ancestral_sequence/ancestral_0.4273.fasta,output/output_selection/images/image_0.4273.png,output/output_selection/h_result/h_0.4273.txt,18573.2
0.441,output/output_selection/fasta/selection_0.441.fasta,-2.555828554054004,0.00021036153274830828,443.0,output/output_selection/snps/snps_0.441.fasta,output/output_selection/matrix/matrix_0.441.txt,output/output_selection/ancestral_sequence/ancestral_0.441.fasta,output/output_selection/images/image_0.441.png,output/output_selection/h_result/h_0.441.txt,19688.7
0.4514,output/output_selection/fasta/selection_0.4514.fasta,-2.6681715648867805,0.00010693226401069276,266.0,output/output_selection/snps/snps_0.4514.fasta,output/output_selection/matrix/matrix_0.4514.txt,output/output_selection/ancestral_sequence/ancestral_0.4514.fasta,output/output_selection/images/image_0.4514.png,output/output_selection/h_result/h_0.4514.txt,19724.4
0.4517,output/output_selection/fasta/selection_0.4517.fasta,-2.744168916728151,9.420107819123784e-05,263.0,output/output_selection/snps/snps_0.4517.fasta,output/output_selection/matrix/matrix_0.4517.txt,output/output_selection/ancestral_sequence/ancestral_0.4517.fasta,output/output_selection/images/image_0.4517.png,output/output_selection/h_result/h_0.4517.txt,20631.9
0.4545,output/output_selection/fasta/selection_0.4545.fasta,-2.502646078392061,0.00022275332802227467,441.0,output/output_selection/snps/snps_0.4545.fasta,output/output_selection/matrix/matrix_0.4545.txt,output/output_selection/ancestral_sequence/ancestral_0.4545.fasta,output/output_selection/images/image_0.4545.png,output/output_selection/h_result/h_0.4545.txt,23134.8
0.4607,output/output_selection/fasta/selection_0.4607.fasta,-2.2349051810586924,0.0001850345132912305,284.0,output/output_selection/snps/snps_0.4607.fasta,output/output_selection/matrix/matrix_0.4607.txt,output/output_selection/ancestral_sequence/ancestral_0.4607.fasta,output/output_selection/images/image_0.4607.png,output/output_selection/h_result/h_0.4607.txt,19288.7
0.4791,output/output_selection/fasta/selection_0.4791.fasta,-2.6121795541601442,0.00015557218165192037,354.0,output/output_selection/snps/snps_0.4791.fasta,output/output_selection/matrix/matrix_0.4791.txt,output/output_selection/ancestral_sequence/ancestral_0.4791.fasta,output/output_selection/images/image_0.4791.png,output/output_selection/h_result/h_0.4791.txt,17993.8
0.5046,output/output_selection/fasta/selection_0.5046.fasta,-2.612345855469681,0.00013412391128613912,307.0,output/output_selection/snps/snps_0.5046.fasta,output/output_selection/matrix/matrix_0.5046.txt,output/output_selection/ancestral_sequence/ancestral_0.5046.fasta,output/output_selection/images/image_0.5046.png,output/output_selection/h_result/h_0.5046.txt,14941.6
0.5108,output/output_selection/fasta/selection_0.5108.fasta,-2.6488285587817475,9.987778910089643e-05,243.0,output/output_selection/snps/snps_0.5108.fasta,output/output_selection/matrix/matrix_0.5108.txt,output/output_selection/ancestral_sequence/ancestral_0.5108.fasta,output/output_selection/images/image_0.5108.png,output/output_selection/h_result/h_0.5108.txt,18163.3
0.5232,output/output_selection/fasta/selection_0.5232.fasta,-2.417498911637812,0.00022435331202243485,406.0,output/output_selection/snps/snps_0.5232.fasta,output/output_selection/matrix/matrix_0.5232.txt,output/output_selection/ancestral_sequence/ancestral_0.5232.fasta,output/output_selection/images/image_0.5232.png,output/output_selection/h_result/h_0.5232.txt,21532.2
0.5263,output/output_selection/fasta/selection_0.5263.fasta,-2.7186129281131404,0.00010477875019229555,280.0,output/output_selection/snps/snps_0.5263.fasta,output/output_selection/matrix/matrix_0.5263.txt,output/output_selection/ancestral_sequence/ancestral_0.5263.fasta,output/output_selection/images/image_0.5263.png,output/output_selection/h_result/h_0.5263.txt,22089.5
0.5671,output/output_selection/fasta/selection_0.5671.fasta,-2.6693253666304058,9.490208128221714e-05,238.0,output/output_selection/snps/snps_0.5671.fasta,output/output_selection/matrix/matrix_0.5671.txt,output/output_selection/ancestral_sequence/ancestral_0.5671.fasta,output/output_selection/images/image_0.5671.png,output/output_selection/h_result/h_0.5671.txt,17834.9
0.5733,output/output_selection/fasta/selection_0.5733.fasta,-2.6720743090598846,9.663539728239044e-05,243.0,output/output_selection/snps/snps_0.5733.fasta,output/output_selection/matrix/matrix_0.5733.txt,output/output_selection/ancestral_sequence/ancestral_0.5733.fasta,output/output_selection/images/image_0.5733.png,output/output_selection/h_result/h_0.5733.txt,18211.9
0.6148,output/output_selection/fasta/selection_0.6148.fasta,-2.569880073536785,0.00011472612546601763,251.0,output/output_selection/snps/snps_0.6148.fasta,output/output_selection/matrix/matrix_0.6148.txt,output/output_selection/ancestral_sequence/ancestral_0.6148.fasta,output/output_selection/images/image_0.6148.png,output/output_selection/h_result/h_0.6148.txt,15649.1
0.6327,output/output_selection/fasta/selection_0.6327.fasta,-2.4549722520677597,0.00016122061001612144,306.0,output/output_selection/snps/snps_0.6327.fasta,output/output_selection/matrix/matrix_0.6327.txt,output/output_selection/ancestral_sequence/ancestral_0.6327.fasta,output/output_selection/images/image_0.6327.png,output/output_selection/h_result/h_0.6327.txt,16204.0
0.6358,output/output_selection/fasta/selection_0.6358.fasta,-2.6907135183411794,0.00010925345292001576,280.0,output/output_selection/snps/snps_0.6358.fasta,output/output_selection/matrix/matrix_0.6358.txt,output/output_selection/ancestral_sequence/ancestral_0.6358.fasta,output/output_selection/images/image_0.6358.png,output/output_selection/h_result/h_0.6358.txt,18621.2
0.6389,output/output_selection/fasta/selection_0.6389.fasta,-2.6554681735137784,0.00011188777001118835,273.0,output/output_selection/snps/snps_0.6389.fasta,output/output_selection/matrix/matrix_0.6389.txt,output/output_selection/ancestral_sequence/ancestral_0.6389.fasta,output/output_selection/images/image_0.6389.png,output/output_selection/h_result/h_0.6389.txt,16852.2
0.6451,output/output_selection/fasta/selection_0.6451.fasta,-2.650664907106905,0.00011914830346645978,288.0,output/output_selection/snps/snps_0.6451.fasta,output/output_selection/matrix/matrix_0.6451.txt,output/output_selection/ancestral_sequence/ancestral_0.6451.fasta,output/output_selection/images/image_0.6451.png,output/output_selection/h_result/h_0.6451.txt,16408.2
0.6482,output/output_selection/fasta/selection_0.6482.fasta,-2.701698598170116,0.00010222524037385849,267.0,output/output_selection/snps/snps_0.6482.fasta,output/output_selection/matrix/matrix_0.6482.txt,output/output_selection/ancestral_sequence/ancestral_0.6482.fasta,output/output_selection/images/image_0.6482.png,output/output_selection/h_result/h_0.6482.txt,19304.3
0.6952,output/output_selection/fasta/selection_0.6952.fasta,-2.136988896856038,0.00028134466130086123,395.0,output/output_selection/snps/snps_0.6952.fasta,output/output_selection/matrix/matrix_0.6952.txt,output/output_selection/ancestral_sequence/ancestral_0.6952.fasta,output/output_selection/images/image_0.6952.png,output/output_selection/h_result/h_0.6952.txt,23100.5
0.7154,output/output_selection/fasta/selection_0.7154.fasta,-2.6964057612754257,0.00010507571691959803,272.0,output/output_selection/snps/snps_0.7154.fasta,output/output_selection/matrix/matrix_0.7154.txt,output/output_selection/ancestral_sequence/ancestral_0.7154.fasta,output/output_selection/images/image_0.7154.png,output/output_selection/h_result/h_0.7154.txt,19817.5
0.7398,output/output_selection/fasta/selection_0.7398.fasta,-2.5168206644195728,0.00011472410528419936,236.0,output/output_selection/snps/snps_0.7398.fasta,output/output_selection/matrix/matrix_0.7398.txt,output/output_selection/ancestral_sequence/ancestral_0.7398.fasta,output/output_selection/images/image_0.7398.png,output/output_selection/h_result/h_0.7398.txt,20705.8
0.767,output/output_selection/fasta/selection_0.767.fasta,-2.7081223335513305,9.883335510079196e-05,261.0,output/output_selection/snps/snps_0.767.fasta,output/output_selection/matrix/matrix_0.767.txt,output/output_selection/ancestral_sequence/ancestral_0.767.fasta,output/output_selection/images/image_0.767.png,output/output_selection/h_result/h_0.767.txt,23231.9
0.7732,output/output_selection/fasta/selection_0.7732.fasta,-2.588562944383728,0.00018192545347273727,400.0,output/output_selection/snps/snps_0.7732.fasta,output/output_selection/matrix/matrix_0.7732.txt,output/output_selection/ancestral_sequence/ancestral_0.7732.fasta,output/output_selection/images/image_0.7732.png,output/output_selection/h_result/h_0.7732.txt,20061.8
0.7779,output/output_selection/fasta/selection_0.7779.fasta,-2.4449949350882263,0.00016351755674362417,307.0,output/output_selection/snps/snps_0.7779.fasta,output/output_selection/matrix/matrix_0.7779.txt,output/output_selection/ancestral_sequence/ancestral_0.7779.fasta,output/output_selection/images/image_0.7779.png,output/output_selection/h_result/h_0.7779.txt,20554.8
0.8295,output/output_selection/fasta/selection_0.8295.fasta,-2.6454989010075978,9.859497364622266e-05,239.0,output/output_selection/snps/snps_0.8295.fasta,output/output_selection/matrix/matrix_0.8295.txt,output/output_selection/ancestral_sequence/ancestral_0.8295.fasta,output/output_selection/images/image_0.8295.png,output/output_selection/h_result/h_0.8295.txt,21147.5
0.8827,output/output_selection/fasta/selection_0.8827.fasta,-1.8209496109910899,0.00033180274257863467,372.0,output/output_selection/snps/snps_0.8827.fasta,output/output_selection/matrix/matrix_0.8827.txt,output/output_selection/ancestral_sequence/ancestral_0.8827.fasta,output/output_selection/images/image_0.8827.png,output/output_selection/h_result/h_0.8827.txt,15707.7
0.8982,output/output_selection/fasta/selection_0.8982.fasta,-2.4871763471320043,0.00018453148801845248,361.0,output/output_selection/snps/snps_0.8982.fasta,output/output_selection/matrix/matrix_0.8982.txt,output/output_selection/ancestral_sequence/ancestral_0.8982.fasta,output/output_selection/images/image_0.8982.png,output/output_selection/h_result/h_0.8982.txt,20667.4
0.9273,output/output_selection/fasta/selection_0.9273.fasta,-2.5981882251964894,9.396269673666864e-05,215.0,output/output_selection/snps/snps_0.9273.fasta,output/output_selection/matrix/matrix_0.9273.txt,output/output_selection/ancestral_sequence/ancestral_0.9273.fasta,output/output_selection/images/image_0.9273.png,output/output_selection/h_result/h_0.9273.txt,20381.7
0.9421,output/output_selection/fasta/selection_0.9421.fasta,-2.2541485759829647,0.00026349635493544085,408.0,output/output_selection/snps/snps_0.9421.fasta,output/output_selection/matrix/matrix_0.9421.txt,output/output_selection/ancestral_sequence/ancestral_0.9421.fasta,output/output_selection/images/image_0.9421.png,output/output_selection/h_result/h_0.9421.txt,20984.2
0.9452,output/output_selection/fasta/selection_0.9452.fasta,-2.7025085770280257,8.551227619036904e-05,226.0,output/output_selection/snps/snps_0.9452.fasta,output/output_selection/matrix/matrix_0.9452.txt,output/output_selection/ancestral_sequence/ancestral_0.9452.fasta,output/output_selection/images/image_0.9452.png,output/output_selection/h_result/h_0.9452.txt,23170.3
0.9483,output/output_selection/fasta/selection_0.9483.fasta,-2.7349404009294576,0.0001152958167388018,314.0,output/output_selection/snps/snps_0.9483.fasta,output/output_selection/matrix/matrix_0.9483.txt,output/output_selection/ancestral_sequence/ancestral_0.9483.fasta,output/output_selection/images/image_0.9483.png,output/output_selection/h_result/h_0.9483.txt,16981.7
0.9654,output/output_selection/fasta/selection_0.9654.fasta,-2.7274731162527908,0.00012366745019418447,332.0,output/output_selection/snps/snps_0.9654.fasta,output/output_selection/matrix/matrix_0.9654.txt,output/output_selection/ancestral_sequence/ancestral_0.9654.fasta,output/output_selection/images/image_0.9654.png,output/output_selection/h_result/h_0.9654.txt,18556.6
0.9898,output/output_selection/fasta/selection_0.9898.fasta,-2.638602250139272,0.0001290714365583612,306.0,output/output_selection/snps/snps_0.9898.fasta,output/output_selection/matrix/matrix_0.9898.txt,output/output_selection/ancestral_sequence/ancestral_0.9898.fasta,output/output_selection/images/image_0.9898.png,output/output_selection/h_result/h_0.9898.txt,19194.4
0.0105,output/output_selection/fasta/selection_0.0105.fasta,-1.301711754865132,0.000888213340088818,745.0,output/output_selection/snps/snps_0.0105.fasta,output/output_selection/matrix/matrix_0.0105.txt,output/output_selection/ancestral_sequence/ancestral_0.0105.fasta,output/output_selection/images/image_0.0105.png,output/output_selection/h_result/h_0.0105.txt,10205.8
0.0212,output/output_selection/fasta/selection_0.0212.fasta,-1.5978626572823804,0.0005016030647774331,491.0,output/output_selection/snps/snps_0.0212.fasta,output/output_selection/matrix/matrix_0.0212.txt,output/output_selection/ancestral_sequence/ancestral_0.0212.fasta,output/output_selection/images/image_0.0212.png,output/output_selection/h_result/h_0.0212.txt,23691.0
0.0349,output/output_selection/fasta/selection_0.0349.fasta,-1.49083992234647,0.0004977586587770512,460.0,output/output_selection/snps/snps_0.0349.fasta,output/output_selection/matrix/matrix_0.0349.txt,output/output_selection/ancestral_sequence/ancestral_0.0349.fasta,output/output_selection/images/image_0.0349.png,output/output_selection/h_result/h_0.0349.txt,15231.8
0.0563,output/output_selection/fasta/selection_0.0563.fasta,-2.2961896355797022,0.00031079891221289787,498.0,output/output_selection/snps/snps_0.0563.fasta,output/output_selection/matrix/matrix_0.0563.txt,output/output_selection/ancestral_sequence/ancestral_0.0563.fasta,output/output_selection/images/image_0.0563.png,output/output_selection/h_result/h_0.0563.txt,20778.2
0.0593,output/output_selection/fasta/selection_0.0593.fasta,-2.630512373046093,0.00016879023128960578,392.0,output/output_selection/snps/snps_0.0593.fasta,output/output_selection/matrix/matrix_0.0593.txt,output/output_selection/ancestral_sequence/ancestral_0.0593.fasta,output/output_selection/images/image_0.0593.png,output/output_selection/h_result/h_0.0593.txt,18221.6
0.07,output/output_selection/fasta/selection_0.07.fasta,-2.785912476891677,0.00013045728128577237,382.0,output/output_selection/snps/snps_0.07.fasta,output/output_selection/matrix/matrix_0.07.txt,output/output_selection/ancestral_sequence/ancestral_0.07.fasta,output/output_selection/images/image_0.07.png,output/output_selection/h_result/h_0.07.txt,21139.7
0.073,output/output_selection/fasta/selection_0.073.fasta,-2.2813041443648427,0.00027645784148219114,438.0,output/output_selection/snps/snps_0.073.fasta,output/output_selection/matrix/matrix_0.073.txt,output/output_selection/ancestral_sequence/ancestral_0.073.fasta,output/output_selection/images/image_0.073.png,output/output_selection/h_result/h_0.073.txt,17447.5
0.0944,output/output_selection/fasta/selection_0.0944.fasta,-2.221899320647164,0.0003129281838494746,470.0,output/output_selection/snps/snps_0.0944.fasta,output/output_selection/matrix/matrix_0.0944.txt,output/output_selection/ancestral_sequence/ancestral_0.0944.fasta,output/output_selection/images/image_0.0944.png,output/output_selection/h_result/h_0.0944.txt,15668.4
0.0974,output/output_selection/fasta/selection_0.0974.fasta,-1.9680181241252688,0.00034155416021597383,422.0,output/output_selection/snps/snps_0.0974.fasta,output/output_selection/matrix/matrix_0.0974.txt,output/output_selection/ancestral_sequence/ancestral_0.0974.fasta,output/output_selection/images/image_0.0974.png,output/output_selection/h_result/h_0.0974.txt,19084.1
0.1188,output/output_selection/fasta/selection_0.1188.fasta,-2.467262948199108,0.0002101413329301044,401.0,output/output_selection/snps/snps_0.1188.fasta,output/output_selection/matrix/matrix_0.1188.txt,output/output_selection/ancestral_sequence/ancestral_0.1188.fasta,output/output_selection/images/image_0.1188.png,output/output_selection/h_result/h_0.1188.txt,22150.0
0.1325,output/output_selection/fasta/selection_0.1325.fasta,-2.1260090193586594,0.0004247917116788448,588.0,output/output_selection/snps/snps_0.1325.fasta,output/output_selection/matrix/matrix_0.1325.txt,output/output_selection/ancestral_sequence/ancestral_0.1325.fasta,output/output_selection/images/image_0.1325.png,output/output_selection/h_result/h_0.1325.txt,14008.4
0.1599,output/output_selection/fasta/selection_0.1599.fasta,-2.420124628481849,0.00021640995711254962,393.0,output/output_selection/snps/snps_0.1599.fasta,output/output_selection/matrix/matrix_0.1599.txt,output/output_selection/ancestral_sequence/ancestral_0.1599.fasta,output/output_selection/images/image_0.1599.png,output/output_selection/h_result/h_0.1599.txt,14429.2
0.1706,output/output_selection/fasta/selection_0.1706.fasta,-2.4882897200997958,0.00017010738983519206,334.0,output/output_selection/snps/snps_0.1706.fasta,output/output_selection/matrix/matrix_0.1706.txt,output/output_selection/ancestral_sequence/ancestral_0.1706.fasta,output/output_selection/images/image_0.1706.png,output/output_selection/h_result/h_0.1706.txt,16983.3
0.1736,output/output_selection/fasta/selection_0.1736.fasta,-2.626240007484855,0.00013168353164953164,307.0,output/output_selection/snps/snps_0.1736.fasta,output/output_selection/matrix/matrix_0.1736.txt,output/output_selection/ancestral_sequence/ancestral_0.1736.fasta,output/output_selection/images/image_0.1736.png,output/output_selection/h_result/h_0.1736.txt,16023.3
0.1843,output/output_selection/fasta/selection_0.1843.fasta,-1.480395131749119,0.00045778532113668825,421.0,output/output_selection/snps/snps_0.1843.fasta,output/output_selection/matrix/matrix_0.1843.txt,output/output_selection/ancestral_sequence/ancestral_0.1843.fasta,output/output_selection/images/image_0.1843.png,output/output_selection/h_result/h_0.1843.txt,16218.0
0.195,output/output_selection/fasta/selection_0.195.fasta,-2.6483486705752504,0.0001473884251056473,352.0,output/output_selection/snps/snps_0.195.fasta,output/output_selection/matrix/matrix_0.195.txt,output/output_selection/ancestral_sequence/ancestral_0.195.fasta,output/output_selection/images/image_0.195.png,output/output_selection/h_result/h_0.195.txt,21716.1
0.2224,output/output_selection/fasta/selection_0.2224.fasta,-2.678716784090651,0.00013082899474035512,327.0,output/output_selection/snps/snps_0.2224.fasta,output/output_selection/matrix/matrix_0.2224.txt,output/output_selection/ancestral_sequence/ancestral_0.2224.fasta,output/output_selection/images/image_0.2224.png,output/output_selection/h_result/h_0.2224.txt,17717.7
0.2438,output/output_selection/fasta/selection_0.2438.fasta,-2.7651505475828966,9.953031782813434e-05,286.0,output/output_selection/snps/snps_0.2438.fasta,output/output_selection/matrix/matrix_0.2438.txt,output/output_selection/ancestral_sequence/ancestral_0.2438.fasta,output/output_selection/images/image_0.2438.png,output/output_selection/h_result/h_0.2438.txt,19980.5
0.2942,output/output_selection/fasta/selection_0.2942.fasta,-2.6683956315730946,9.248594382743002e-05,232.0,output/output_selection/snps/snps_0.2942.fasta,output/output_selection/matrix/matrix_0.2942.txt,output/output_selection/ancestral_sequence/ancestral_0.2942.fasta,output/output_selection/images/image_0.2942.png,output/output_selection/h_result/h_0.2942.txt,20761.6
0.32,output/output_selection/fasta/selection_0.32.fasta,-2.530460138610437,0.00013746529201374608,285.0,output/output_selection/snps/snps_0.32.fasta,output/output_selection/matrix/matrix_0.32.txt,output/output_selection/ancestral_sequence/ancestral_0.32.fasta,output/output_selection/images/image_0.32.png,output/output_selection/h_result/h_0.32.txt,19089.3
