bottleneck_intensity,fasta_file,Tajimas_D,Tajima_pi,num_of_mutation,snps_file,matrix_image_file,ancestral_seq,snps_image,output_file,average_h,category_sfs_1,category_sfs_2,category_sfs_3,category_sfs_4,category_sfs_5,category_sfs_6,category_sfs_7,category_sfs_8,category_sfs_9
0.4219,output/output_bottleneck/fasta/bottleneck_0.4219.fasta,0.21455119257311647,0.002030559492384891,989.0,output/output_bottleneck/snps/bottleneck_0.4219.fasta,output/output_bottleneck/matrix/matrix_0.4219.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.4219.fasta,output/output_bottleneck/images/image_0.4219.png,output/output_bottleneck/h_result/h_0.4219.txt,4585.12,0.07785642,0.04954499,0.05965622,0.08190091,0.07482305,0.08695652000000001,0.20930233000000006,0.07280080000000001,0.06976742999999999
0.4463,output/output_bottleneck/fasta/bottleneck_0.4463.fasta,-0.32940497644743644,0.0015125101274239773,867.0,output/output_bottleneck/snps/bottleneck_0.4463.fasta,output/output_bottleneck/matrix/matrix_0.4463.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.4463.fasta,output/output_bottleneck/images/image_0.4463.png,output/output_bottleneck/h_result/h_0.4463.txt,3590.58,0.12226067,0.05420992,0.11764706,0.08189158,0.0449827,0.14648211999999997,0.10726644000000003,0.04959631,0.08189158
0.4544,output/output_bottleneck/fasta/bottleneck_0.4544.fasta,0.058745807098335524,0.0020021052314729442,1019.0,output/output_bottleneck/snps/bottleneck_0.4544.fasta,output/output_bottleneck/matrix/matrix_0.4544.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.4544.fasta,output/output_bottleneck/images/image_0.4544.png,output/output_bottleneck/h_result/h_0.4544.txt,4606.16,0.10500491,0.03631011,0.07850834,0.09617272,0.0578999,0.13640825,0.15505395000000005,0.07065748999999999,0.09519138
0.4575,output/output_bottleneck/fasta/bottleneck_0.4575.fasta,0.4844626578676823,0.0023032395938666983,1044.0,output/output_bottleneck/snps/bottleneck_0.4575.fasta,output/output_bottleneck/matrix/matrix_0.4575.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.4575.fasta,output/output_bottleneck/images/image_0.4575.png,output/output_bottleneck/h_result/h_0.4575.txt,4064.75,0.0651341,0.0440613,0.10823755,0.04118774,0.03735633,0.16283525,0.2126436700000001,0.07662833,0.05938696
0.4606,output/output_bottleneck/fasta/bottleneck_0.4606.fasta,0.06565914312227984,0.002110433441120153,1072.0,output/output_bottleneck/snps/bottleneck_0.4606.fasta,output/output_bottleneck/matrix/matrix_0.4606.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.4606.fasta,output/output_bottleneck/images/image_0.4606.png,output/output_bottleneck/h_result/h_0.4606.txt,3493.03,0.0886194,0.06996269,0.06623134,0.09421642,0.07182835,0.0942164,0.15671645,0.08675375000000002,0.09235077999999997
0.4707,output/output_bottleneck/fasta/bottleneck_0.4707.fasta,0.4525084314126901,0.002750172498275023,1257.0,output/output_bottleneck/snps/bottleneck_0.4707.fasta,output/output_bottleneck/matrix/matrix_0.4707.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.4707.fasta,output/output_bottleneck/images/image_0.4707.png,output/output_bottleneck/h_result/h_0.4707.txt,2796.07,0.07637232,0.05568815,0.11137628999999999,0.09069213,0.050119330000000004,0.13603816999999999,0.20525054999999998,0.08512326,0.05807472000000001
0.5088,output/output_bottleneck/fasta/bottleneck_0.5088.fasta,0.1946435827948764,0.0020132687562013315,986.0,output/output_bottleneck/snps/bottleneck_0.5088.fasta,output/output_bottleneck/matrix/matrix_0.5088.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5088.fasta,output/output_bottleneck/images/image_0.5088.png,output/output_bottleneck/h_result/h_0.5088.txt,4670.62,0.0811359,0.05273834,0.09736308,0.09127789,0.03955376,0.17444220000000002,0.16632862000000004,0.05882355999999999,0.06896554000000002
0.5138,output/output_bottleneck/fasta/bottleneck_0.5138.fasta,0.1250463006807829,0.002124506027667004,1061.0,output/output_bottleneck/snps/bottleneck_0.5138.fasta,output/output_bottleneck/matrix/matrix_0.5138.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5138.fasta,output/output_bottleneck/images/image_0.5138.png,output/output_bottleneck/h_result/h_0.5138.txt,4031.27,0.08199811,0.04524034,0.04901037,0.07728558,0.049952869999999996,0.14797360999999998,0.16870875999999996,0.06503297,0.07351557
0.52,output/output_bottleneck/fasta/bottleneck_0.52.fasta,-0.015584034174520447,0.0016611409643479335,864.0,output/output_bottleneck/snps/bottleneck_0.52.fasta,output/output_bottleneck/matrix/matrix_0.52.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.52.fasta,output/output_bottleneck/images/image_0.52.png,output/output_bottleneck/h_result/h_0.52.txt,4757.41,0.09027778,0.06018519,0.07175925999999999,0.0625,0.07638889,0.10648149999999999,0.18287033999999996,0.06018519,0.07407409000000001
0.5576,output/output_bottleneck/fasta/bottleneck_0.5576.fasta,0.3129194934311895,0.002134225122395258,1012.0,output/output_bottleneck/snps/bottleneck_0.5576.fasta,output/output_bottleneck/matrix/matrix_0.5576.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5576.fasta,output/output_bottleneck/images/image_0.5576.png,output/output_bottleneck/h_result/h_0.5576.txt,3609.92,0.09387352,0.05237154,0.11462451000000001,0.060276670000000004,0.06027668,0.18181818,0.16205530999999995,0.06324108999999999,0.0770751
0.5732,output/output_bottleneck/fasta/bottleneck_0.5732.fasta,-0.7414960349948708,0.00121295756739402,803.0,output/output_bottleneck/snps/bottleneck_0.5732.fasta,output/output_bottleneck/matrix/matrix_0.5732.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5732.fasta,output/output_bottleneck/images/image_0.5732.png,output/output_bottleneck/h_result/h_0.5732.txt,4344.58,0.13823163,0.0622665,0.11581569,0.07845579,0.05728518,0.13325030999999998,0.06724782000000001,0.04607721,0.0996264
0.5825,output/output_bottleneck/fasta/bottleneck_0.5825.fasta,0.551033590208573,0.0018582157612767414,828.0,output/output_bottleneck/snps/bottleneck_0.5825.fasta,output/output_bottleneck/matrix/matrix_0.5825.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5825.fasta,output/output_bottleneck/images/image_0.5825.png,output/output_bottleneck/h_result/h_0.5825.txt,4142.66,0.07246377,0.05072464,0.041062799999999997,0.06521737999999999,0.07246377000000001,0.09782611,0.21256042,0.10748795,0.057971029999999986
0.5887,output/output_bottleneck/fasta/bottleneck_0.5887.fasta,-0.07632147016650548,0.0018126424796358208,960.0,output/output_bottleneck/snps/bottleneck_0.5887.fasta,output/output_bottleneck/matrix/matrix_0.5887.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5887.fasta,output/output_bottleneck/images/image_0.5887.png,output/output_bottleneck/h_result/h_0.5887.txt,6126.09,0.08645833,0.0875,0.06458333,0.07500000000000001,0.10416667,0.07187501,0.13958333999999994,0.07291665,0.12083331999999998
0.5957,output/output_bottleneck/fasta/bottleneck_0.5957.fasta,0.22515588843684795,0.0016371290832546302,795.0,output/output_bottleneck/snps/bottleneck_0.5957.fasta,output/output_bottleneck/matrix/matrix_0.5957.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5957.fasta,output/output_bottleneck/images/image_0.5957.png,output/output_bottleneck/h_result/h_0.5957.txt,4304.92,0.11572327,0.07672956,0.059119500000000005,0.0654088,0.05660377,0.09433961,0.20503140999999994,0.09937106000000001,0.03270438
0.6326,output/output_bottleneck/fasta/bottleneck_0.6326.fasta,0.4500107571732272,0.002265359164590179,1036.0,output/output_bottleneck/snps/bottleneck_0.6326.fasta,output/output_bottleneck/matrix/matrix_0.6326.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.6326.fasta,output/output_bottleneck/images/image_0.6326.png,output/output_bottleneck/h_result/h_0.6326.txt,4360.23,0.06467181,0.01930502,0.08880309,0.08011583,0.07528958,0.14575290000000002,0.20559843000000005,0.04633202,0.10424708000000002
0.6481,output/output_bottleneck/fasta/bottleneck_0.6481.fasta,-0.14990085398073827,0.0014715509410562482,797.0,output/output_bottleneck/snps/bottleneck_0.6481.fasta,output/output_bottleneck/matrix/matrix_0.6481.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.6481.fasta,output/output_bottleneck/images/image_0.6481.png,output/output_bottleneck/h_result/h_0.6481.txt,5790.89,0.0966123,0.05520703,0.09912171,0.08657466,0.06775408,0.07904644000000001,0.16938524999999993,0.05897116,0.07904646
0.6512,output/output_bottleneck/fasta/bottleneck_0.6512.fasta,-0.11809028413266072,0.0016556359688928409,888.0,output/output_bottleneck/snps/bottleneck_0.6512.fasta,output/output_bottleneck/matrix/matrix_0.6512.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.6512.fasta,output/output_bottleneck/images/image_0.6512.png,output/output_bottleneck/h_result/h_0.6512.txt,4183.55,0.1036036,0.06756757,0.05292793,0.1036036,0.0472973,0.15315315999999998,0.15090089,0.05518019,0.07432433
0.6826,output/output_bottleneck/fasta/bottleneck_0.6826.fasta,0.4289910776568677,0.0020225878549295453,930.0,output/output_bottleneck/snps/bottleneck_0.6826.fasta,output/output_bottleneck/matrix/matrix_0.6826.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.6826.fasta,output/output_bottleneck/images/image_0.6826.png,output/output_bottleneck/h_result/h_0.6826.txt,4465.99,0.0516129,0.01827957,0.10537635000000001,0.09247312,0.08494624,0.08494625,0.23548386000000002,0.07096777000000001,0.07419358999999999
0.6963,output/output_bottleneck/fasta/bottleneck_0.6963.fasta,-0.15906328017384594,0.0015134454716058904,822.0,output/output_bottleneck/snps/bottleneck_0.6963.fasta,output/output_bottleneck/matrix/matrix_0.6963.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.6963.fasta,output/output_bottleneck/images/image_0.6963.png,output/output_bottleneck/h_result/h_0.6963.txt,5193.76,0.09124088,0.05109489,0.06690998000000001,0.11435524000000001,0.06326034,0.15815087,0.12287109999999998,0.05839422,0.07542584000000001
0.6982,output/output_bottleneck/fasta/bottleneck_0.6982.fasta,0.5148284325879076,0.0018211999698184887,819.0,output/output_bottleneck/snps/bottleneck_0.6982.fasta,output/output_bottleneck/matrix/matrix_0.6982.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.6982.fasta,output/output_bottleneck/images/image_0.6982.png,output/output_bottleneck/h_result/h_0.6982.txt,4533.18,0.06349206,0.06471306,0.07326008,0.04273504,0.10989010000000002,0.16849814999999999,0.18437112999999997,0.05982903,0.06593406
0.7106,output/output_bottleneck/fasta/bottleneck_0.7106.fasta,0.36632264548453375,0.0023209767902321056,1085.0,output/output_bottleneck/snps/bottleneck_0.7106.fasta,output/output_bottleneck/matrix/matrix_0.7106.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.7106.fasta,output/output_bottleneck/images/image_0.7106.png,output/output_bottleneck/h_result/h_0.7106.txt,4808.68,0.06543779,0.04516129,0.07373272,0.1281106,0.05345622,0.16221197,0.19262670999999998,0.03686636000000001,0.09308757
0.7588,output/output_bottleneck/fasta/bottleneck_0.7588.fasta,0.5277426337780283,0.002455947157700157,1101.0,output/output_bottleneck/snps/bottleneck_0.7588.fasta,output/output_bottleneck/matrix/matrix_0.7588.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.7588.fasta,output/output_bottleneck/images/image_0.7588.png,output/output_bottleneck/h_result/h_0.7588.txt,3290.14,0.11171662,0.04722979,0.03360581,0.061762029999999996,0.0835604,0.15622162,0.24250684999999997,0.04722981,0.06539513
0.7832,output/output_bottleneck/fasta/bottleneck_0.7832.fasta,0.2209904152701737,0.002167830846944066,1054.0,output/output_bottleneck/snps/bottleneck_0.7832.fasta,output/output_bottleneck/matrix/matrix_0.7832.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.7832.fasta,output/output_bottleneck/images/image_0.7832.png,output/output_bottleneck/h_result/h_0.7832.txt,3939.24,0.11005693,0.02941176,0.09487667,0.06736242,0.05313094,0.16223909,0.15464895,0.08349148,0.07779886999999999
0.8263,output/output_bottleneck/fasta/bottleneck_0.8263.fasta,0.11190762406484073,0.0014822942679664109,743.0,output/output_bottleneck/snps/bottleneck_0.8263.fasta,output/output_bottleneck/matrix/matrix_0.8263.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.8263.fasta,output/output_bottleneck/images/image_0.8263.png,output/output_bottleneck/h_result/h_0.8263.txt,8151.22,0.06460296,0.04037685,0.0296097,0.09959623000000001,0.01615074,0.15612383999999999,0.14670260000000004,0.09421268,0.12247648999999997
0.8294,output/output_bottleneck/fasta/bottleneck_0.8294.fasta,0.2924948039632106,0.001883480155097448,898.0,output/output_bottleneck/snps/bottleneck_0.8294.fasta,output/output_bottleneck/matrix/matrix_0.8294.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.8294.fasta,output/output_bottleneck/images/image_0.8294.png,output/output_bottleneck/h_result/h_0.8294.txt,4324.09,0.05567929,0.06458797,0.07461024,0.10467705,0.06681514,0.16035633999999999,0.15701558,0.07461025,0.07238307
0.8387,output/output_bottleneck/fasta/bottleneck_0.8387.fasta,0.5276069437132355,0.002041173527658666,915.0,output/output_bottleneck/snps/bottleneck_0.8387.fasta,output/output_bottleneck/matrix/matrix_0.8387.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.8387.fasta,output/output_bottleneck/images/image_0.8387.png,output/output_bottleneck/h_result/h_0.8387.txt,4740.08,0.1136612,0.04262295,0.04590164,0.04043716,0.027322410000000002,0.19234973,0.21639342999999997,0.07103825,0.10601091999999998
0.8857,output/output_bottleneck/fasta/bottleneck_0.8857.fasta,0.5274984425166683,0.0017869599081786944,801.0,output/output_bottleneck/snps/bottleneck_0.8857.fasta,output/output_bottleneck/matrix/matrix_0.8857.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.8857.fasta,output/output_bottleneck/images/image_0.8857.png,output/output_bottleneck/h_result/h_0.8857.txt,5525.86,0.0536829,0.02871411,0.07490637,0.09363295,0.10861423,0.12234708000000001,0.15730341,0.11485644999999998,0.10861425000000001
0.8919,output/output_bottleneck/fasta/bottleneck_0.8919.fasta,0.3429085307218608,0.0017476532305384044,822.0,output/output_bottleneck/snps/bottleneck_0.8919.fasta,output/output_bottleneck/matrix/matrix_0.8919.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.8919.fasta,output/output_bottleneck/images/image_0.8919.png,output/output_bottleneck/h_result/h_0.8919.txt,3900.3,0.08150852,0.03406326,0.051094890000000004,0.10827251,0.06204381,0.12043798,0.20316308000000005,0.07055965,0.0717762
0.9451,output/output_bottleneck/fasta/bottleneck_0.9451.fasta,-0.4060068625493081,0.0010458925713773151,615.0,output/output_bottleneck/snps/bottleneck_0.9451.fasta,output/output_bottleneck/matrix/matrix_0.9451.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.9451.fasta,output/output_bottleneck/images/image_0.9451.png,output/output_bottleneck/h_result/h_0.9451.txt,9834.43,0.14308943,0.02113821,0.02439024,0.01788618,0.05691057,0.19674798000000002,0.0390244,0.08292682999999999,0.15772358
0.9513,output/output_bottleneck/fasta/bottleneck_0.9513.fasta,1.5424220955455623,0.00169911028162446,605.0,output/output_bottleneck/snps/bottleneck_0.9513.fasta,output/output_bottleneck/matrix/matrix_0.9513.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.9513.fasta,output/output_bottleneck/images/image_0.9513.png,output/output_bottleneck/h_result/h_0.9513.txt,8387.91,0.05619835,0.03305785,0.01322315,0.07438016,0.04297522,0.05950414,0.27438017000000003,0.2,0.05289257
0.9637,output/output_bottleneck/fasta/bottleneck_0.9637.fasta,-0.6728950470858946,0.0006066323175152093,392.0,output/output_bottleneck/snps/bottleneck_0.9637.fasta,output/output_bottleneck/matrix/matrix_0.9637.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.9637.fasta,output/output_bottleneck/images/image_0.9637.png,output/output_bottleneck/h_result/h_0.9637.txt,11337.4,0.14285714,0.02040816,0.0382653,0.01530612,0.0127551,0.0765306,0.10969387000000001,0.017857140000000004,0.17602039
0.1827,output/output_bottleneck/fasta/bottleneck_0.1827.fasta,0.3701263104508935,0.0022783650951369305,1064.0,output/output_bottleneck/snps/bottleneck_0.1827.fasta,output/output_bottleneck/matrix/matrix_0.1827.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.1827.fasta,output/output_bottleneck/images/image_0.1827.png,output/output_bottleneck/h_result/h_0.1827.txt,3549.86,0.07424812,0.03759398,0.07518796999999999,0.10056391,0.05639097,0.10432331,0.23308275,0.07236843999999999,0.05639099999999999
0.2046,output/output_bottleneck/fasta/bottleneck_0.2046.fasta,0.06418930556420772,0.002123314120394157,1079.0,output/output_bottleneck/snps/bottleneck_0.2046.fasta,output/output_bottleneck/matrix/matrix_0.2046.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.2046.fasta,output/output_bottleneck/images/image_0.2046.png,output/output_bottleneck/h_result/h_0.2046.txt,3339.59,0.10009268,0.05282669,0.08897126999999999,0.06487488,0.07877665,0.16218721,0.13901761999999998,0.057460599999999994,0.09545875
0.2108,output/output_bottleneck/fasta/bottleneck_0.2108.fasta,-0.008805194837187506,0.002117188929120817,1099.0,output/output_bottleneck/snps/bottleneck_0.2108.fasta,output/output_bottleneck/matrix/matrix_0.2108.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.2108.fasta,output/output_bottleneck/images/image_0.2108.png,output/output_bottleneck/h_result/h_0.2108.txt,3371.24,0.07097361,0.03730664,0.07643313,0.09645132000000001,0.11191993,0.1310282,0.16469518,0.03912650000000001,0.06460416000000001
0.2452,output/output_bottleneck/fasta/bottleneck_0.2452.fasta,-0.028096515252312687,0.001967246994196739,1027.0,output/output_bottleneck/snps/bottleneck_0.2452.fasta,output/output_bottleneck/matrix/matrix_0.2452.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.2452.fasta,output/output_bottleneck/images/image_0.2452.png,output/output_bottleneck/h_result/h_0.2452.txt,5674.45,0.1187926,0.03213242,0.05647518,0.05647518,0.06718598,0.2259007,0.10808181000000001,0.05063292,0.11295036
0.2671,output/output_bottleneck/fasta/bottleneck_0.2671.fasta,0.28326626433499,0.0024392947989712085,1166.0,output/output_bottleneck/snps/bottleneck_0.2671.fasta,output/output_bottleneck/matrix/matrix_0.2671.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.2671.fasta,output/output_bottleneck/images/image_0.2671.png,output/output_bottleneck/h_result/h_0.2671.txt,3560.17,0.09519726,0.04373928,0.10634648,0.10634649,0.06089194,0.15694684,0.16981132,0.06432248,0.05060034
0.3265,output/output_bottleneck/fasta/bottleneck_0.3265.fasta,-0.010559803533642236,0.001865781342186575,969.0,output/output_bottleneck/snps/bottleneck_0.3265.fasta,output/output_bottleneck/matrix/matrix_0.3265.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.3265.fasta,output/output_bottleneck/images/image_0.3265.png,output/output_bottleneck/h_result/h_0.3265.txt,4056.71,0.07636739,0.09184727,0.07120743,0.07327141,0.08049536,0.09700722,0.1651187,0.07843138,0.07120743
0.3327,output/output_bottleneck/fasta/bottleneck_0.3327.fasta,0.4544597618953012,0.0022045153285840976,1007.0,output/output_bottleneck/snps/bottleneck_0.3327.fasta,output/output_bottleneck/matrix/matrix_0.3327.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.3327.fasta,output/output_bottleneck/images/image_0.3327.png,output/output_bottleneck/h_result/h_0.3327.txt,3252.76,0.09731877,0.06554121,0.05163853,0.08639523,0.05461766999999999,0.16186693,0.20357498000000002,0.07646476,0.04568026
0.3358,output/output_bottleneck/fasta/bottleneck_0.3358.fasta,0.6195647935154477,0.0027893175613698464,1222.0,output/output_bottleneck/snps/bottleneck_0.3358.fasta,output/output_bottleneck/matrix/matrix_0.3358.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.3358.fasta,output/output_bottleneck/images/image_0.3358.png,output/output_bottleneck/h_result/h_0.3358.txt,4408.0,0.0695581,0.0589198,0.08346972,0.08346972,0.03600655,0.08510637000000001,0.25613745000000004,0.08428805000000002,0.05237313000000001
0.3655,output/output_bottleneck/fasta/bottleneck_0.3655.fasta,-0.2721543899516711,0.0013593500428632035,765.0,output/output_bottleneck/snps/bottleneck_0.3655.fasta,output/output_bottleneck/matrix/matrix_0.3655.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.3655.fasta,output/output_bottleneck/images/image_0.3655.png,output/output_bottleneck/h_result/h_0.3655.txt,5192.62,0.09803922,0.05490196,0.07973856,0.06535947,0.01699347,0.11241831999999999,0.18431377000000007,0.04836603,0.03660132
0.3859,output/output_bottleneck/fasta/bottleneck_0.3859.fasta,-0.264913941683931,0.0019202010000102054,1078.0,output/output_bottleneck/snps/bottleneck_0.3859.fasta,output/output_bottleneck/matrix/matrix_0.3859.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.3859.fasta,output/output_bottleneck/images/image_0.3859.png,output/output_bottleneck/h_result/h_0.3859.txt,3711.94,0.07792208,0.06215213,0.10853433000000001,0.07884972,0.06586271,0.14192950000000001,0.12152132999999998,0.03617812000000001,0.09647492999999999
0.389,output/output_bottleneck/fasta/bottleneck_0.389.fasta,-0.09531301128515517,0.001745972439265512,930.0,output/output_bottleneck/snps/bottleneck_0.389.fasta,output/output_bottleneck/matrix/matrix_0.389.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.389.fasta,output/output_bottleneck/images/image_0.389.png,output/output_bottleneck/h_result/h_0.389.txt,4354.79,0.07311828,0.04946237,0.059139779999999996,0.16021505,0.052688170000000006,0.10645161,0.15698927999999998,0.05913979,0.06881721000000002
0.4546,output/output_bottleneck/fasta/bottleneck_0.4546.fasta,0.5498561020784007,0.002196216421674177,979.0,output/output_bottleneck/snps/bottleneck_0.4546.fasta,output/output_bottleneck/matrix/matrix_0.4546.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.4546.fasta,output/output_bottleneck/images/image_0.4546.png,output/output_bottleneck/h_result/h_0.4546.txt,4181.2,0.06026558,0.05822268,0.04187947,0.03983657,0.11848824999999999,0.14096017,0.20020424999999992,0.08375890999999999,0.06435136
0.4608,output/output_bottleneck/fasta/bottleneck_0.4608.fasta,1.1639986388408456,0.0021592329531250174,833.0,output/output_bottleneck/snps/bottleneck_0.4608.fasta,output/output_bottleneck/matrix/matrix_0.4608.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.4608.fasta,output/output_bottleneck/images/image_0.4608.png,output/output_bottleneck/h_result/h_0.4608.txt,3859.8,0.11404562,0.02761104,0.061224490000000006,0.06842737,0.06122449,0.08283312,0.27130848,0.15366143999999998,0.00360144
0.4639,output/output_bottleneck/fasta/bottleneck_0.4639.fasta,-0.4905307751093356,0.0014200019615965428,859.0,output/output_bottleneck/snps/bottleneck_0.4639.fasta,output/output_bottleneck/matrix/matrix_0.4639.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.4639.fasta,output/output_bottleneck/images/image_0.4639.png,output/output_bottleneck/h_result/h_0.4639.txt,4375.78,0.11059371,0.07916182,0.12223516,0.08614667999999999,0.07566939,0.12456344999999999,0.13271242,0.0372526,0.044237479999999996
0.4905,output/output_bottleneck/fasta/bottleneck_0.4905.fasta,-0.014128829951055568,0.001936911944011884,1007.0,output/output_bottleneck/snps/bottleneck_0.4905.fasta,output/output_bottleneck/matrix/matrix_0.4905.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.4905.fasta,output/output_bottleneck/images/image_0.4905.png,output/output_bottleneck/h_result/h_0.4905.txt,4315.93,0.09136048,0.06355511,0.08937438,0.09831181,0.05263157,0.15789473999999998,0.16782523,0.03376367,0.08540220000000001
0.5078,output/output_bottleneck/fasta/bottleneck_0.5078.fasta,0.33155382928560584,0.0022360261245872527,1055.0,output/output_bottleneck/snps/bottleneck_0.5078.fasta,output/output_bottleneck/matrix/matrix_0.5078.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5078.fasta,output/output_bottleneck/images/image_0.5078.png,output/output_bottleneck/h_result/h_0.5078.txt,3600.19,0.05592417,0.06445498,0.05592417,0.08815165999999999,0.04834124,0.18767773,0.15260661999999994,0.07109004999999999,0.09194312000000003
0.514,output/output_bottleneck/fasta/bottleneck_0.514.fasta,0.4664000802081421,0.002279377206227961,1038.0,output/output_bottleneck/snps/bottleneck_0.514.fasta,output/output_bottleneck/matrix/matrix_0.514.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.514.fasta,output/output_bottleneck/images/image_0.514.png,output/output_bottleneck/h_result/h_0.514.txt,3416.15,0.09344894,0.05009634,0.04527939,0.07129095,0.05780346,0.14739886,0.23603082,0.0635838,0.04142582000000001
0.5171,output/output_bottleneck/fasta/bottleneck_0.5171.fasta,-0.3675687636776213,0.001733344282718782,1006.0,output/output_bottleneck/snps/bottleneck_0.5171.fasta,output/output_bottleneck/matrix/matrix_0.5171.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5171.fasta,output/output_bottleneck/images/image_0.5171.png,output/output_bottleneck/h_result/h_0.5171.txt,3895.31,0.10039761,0.04572565,0.11431412,0.12922466,0.06560636,0.11829025999999998,0.14214716,0.033797230000000004,0.06858848000000001
0.5264,output/output_bottleneck/fasta/bottleneck_0.5264.fasta,-0.3985816264269831,0.0013539157537717558,794.0,output/output_bottleneck/snps/bottleneck_0.5264.fasta,output/output_bottleneck/matrix/matrix_0.5264.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5264.fasta,output/output_bottleneck/images/image_0.5264.png,output/output_bottleneck/h_result/h_0.5264.txt,3819.42,0.08816121,0.05289673,0.13350126,0.09445843000000001,0.059193949999999995,0.13224182,0.12342571000000001,0.04030228,0.08186399000000001
0.5295,output/output_bottleneck/fasta/bottleneck_0.5295.fasta,-0.4117610421579181,0.0016129959912522113,950.0,output/output_bottleneck/snps/bottleneck_0.5295.fasta,output/output_bottleneck/matrix/matrix_0.5295.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5295.fasta,output/output_bottleneck/images/image_0.5295.png,output/output_bottleneck/h_result/h_0.5295.txt,4008.57,0.11473684,0.07368421,0.06421053,0.06947369,0.062105270000000004,0.15263159,0.07999998999999999,0.06105260999999999,0.1010526
0.5326,output/output_bottleneck/fasta/bottleneck_0.5326.fasta,0.3455366517599843,0.0023634834358727238,1111.0,output/output_bottleneck/snps/bottleneck_0.5326.fasta,output/output_bottleneck/matrix/matrix_0.5326.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5326.fasta,output/output_bottleneck/images/image_0.5326.png,output/output_bottleneck/h_result/h_0.5326.txt,5008.23,0.10621062,0.05490549,0.10711071,0.07470747,0.07290729,0.12241224000000002,0.17641764,0.10711071000000001,0.054005399999999995
0.5703,output/output_bottleneck/fasta/bottleneck_0.5703.fasta,0.1355932638394627,0.0017412876376286738,867.0,output/output_bottleneck/snps/bottleneck_0.5703.fasta,output/output_bottleneck/matrix/matrix_0.5703.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5703.fasta,output/output_bottleneck/images/image_0.5703.png,output/output_bottleneck/h_result/h_0.5703.txt,5393.11,0.06574394,0.05767013,0.09919261,0.07151095,0.05074972,0.12687428,0.17185699,0.07035754999999999,0.07843139000000002
0.5951,output/output_bottleneck/fasta/bottleneck_0.5951.fasta,-0.11992577690591795,0.001725532239627106,926.0,output/output_bottleneck/snps/bottleneck_0.5951.fasta,output/output_bottleneck/matrix/matrix_0.5951.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5951.fasta,output/output_bottleneck/images/image_0.5951.png,output/output_bottleneck/h_result/h_0.5951.txt,5715.33,0.08207343,0.07451404,0.08315335,0.14038876,0.05291577,0.10799137,0.14362849,0.05075591000000001,0.08099351
