selection_coefficient,fasta_file,Tajimas_D,Tajima_pi,num_of_mutation,snps_file,matrix_image_file,ancestral_seq,snps_image,output_file,average_h,category_sfs_1,category_sfs_2,category_sfs_3,category_sfs_4,category_sfs_5,category_sfs_6,category_sfs_7,category_sfs_8,category_sfs_9
0.0705,output/output_selection/fasta/selection_0.0705.fasta,-2.5750810664901937,0.0001807113241998888,391.0,output/output_selection/snps/snps_0.0705.fasta,output/output_selection/matrix/matrix_0.0705.txt,output/output_selection/ancestral_sequence/ancestral_0.0705.fasta,output/output_selection/images/image_0.0705.png,output/output_selection/h_result/h_0.0705.txt,18965.8,0.1202046,0.06393862,0.14322251,0.00767262,0.015345260000000001,0.0,0.0,0.0,0.16879793999999998
0.0949,output/output_selection/fasta/selection_0.0949.fasta,-2.617666047841484,0.0001766426780176635,403.0,output/output_selection/snps/snps_0.0949.fasta,output/output_selection/matrix/matrix_0.0949.txt,output/output_selection/ancestral_sequence/ancestral_0.0949.fasta,output/output_selection/images/image_0.0949.png,output/output_selection/h_result/h_0.0949.txt,15823.1,0.18114144,0.06451613,0.06699752,0.05210918,0.00992556,0.0,0.0,0.0,0.17866005000000001
0.1056,output/output_selection/fasta/selection_0.1056.fasta,-2.2570286621521394,0.00024116526511502466,375.0,output/output_selection/snps/snps_0.1056.fasta,output/output_selection/matrix/matrix_0.1056.txt,output/output_selection/ancestral_sequence/ancestral_0.1056.fasta,output/output_selection/images/image_0.1056.png,output/output_selection/h_result/h_0.1056.txt,21824.1,0.08266667,0.06933333,0.11733333,0.05333333,0.02933334,0.021333329999999998,0.0,0.0,0.18666667999999997
0.1086,output/output_selection/fasta/selection_0.1086.fasta,-1.864197493493904,0.0004666640202284847,536.0,output/output_selection/snps/snps_0.1086.fasta,output/output_selection/matrix/matrix_0.1086.txt,output/output_selection/ancestral_sequence/ancestral_0.1086.fasta,output/output_selection/images/image_0.1086.png,output/output_selection/h_result/h_0.1086.txt,13261.8,0.12126866,0.03171642,0.125,0.11007462000000001,0.05783582,0.0261194,0.00186567,0.00186567,0.18843281
0.1193,output/output_selection/fasta/selection_0.1193.fasta,-2.446932415062553,0.00026640945711754944,495.0,output/output_selection/snps/snps_0.1193.fasta,output/output_selection/matrix/matrix_0.1193.txt,output/output_selection/ancestral_sequence/ancestral_0.1193.fasta,output/output_selection/images/image_0.1193.png,output/output_selection/h_result/h_0.1193.txt,18514.6,0.11515152,0.08484848,0.12929293,0.03636364,0.01212121,0.0040404,0.0020202,0.0,0.23838383999999999
0.1491,output/output_selection/fasta/selection_0.1491.fasta,-2.318998251555159,0.0002260361234771485,372.0,output/output_selection/snps/snps_0.1491.fasta,output/output_selection/matrix/matrix_0.1491.txt,output/output_selection/ancestral_sequence/ancestral_0.1491.fasta,output/output_selection/images/image_0.1491.png,output/output_selection/h_result/h_0.1491.txt,18792.9,0.12365591,0.06451613,0.11827957,0.03494624,0.05645162000000001,0.01344086,0.0,0.0,0.11559139
0.1574,output/output_selection/fasta/selection_0.1574.fasta,-2.469535112222235,0.00024126627420594418,460.0,output/output_selection/snps/snps_0.1574.fasta,output/output_selection/matrix/matrix_0.1574.txt,output/output_selection/ancestral_sequence/ancestral_0.1574.fasta,output/output_selection/images/image_0.1574.png,output/output_selection/h_result/h_0.1574.txt,16351.0,0.17173913,0.20217391,0.13043478,0.021739130000000002,0.00434782,0.0,0.0,0.0,0.17608695000000002
0.1955,output/output_selection/fasta/selection_0.1955.fasta,-1.8971183625712311,0.00031390797203139053,370.0,output/output_selection/snps/snps_0.1955.fasta,output/output_selection/matrix/matrix_0.1955.txt,output/output_selection/ancestral_sequence/ancestral_0.1955.fasta,output/output_selection/images/image_0.1955.png,output/output_selection/h_result/h_0.1955.txt,19933.3,0.11891892,0.08378378,0.08378378,0.05945946,0.013513510000000001,0.05405406,0.0,0.0,0.19459461000000003
0.2062,output/output_selection/fasta/selection_0.2062.fasta,-2.100512734126002,0.00022253312820407135,305.0,output/output_selection/snps/snps_0.2062.fasta,output/output_selection/matrix/matrix_0.2062.txt,output/output_selection/ancestral_sequence/ancestral_0.2062.fasta,output/output_selection/images/image_0.2062.png,output/output_selection/h_result/h_0.2062.txt,17228.7,0.14754098,0.10163934,0.06557377,0.02622951,0.02295082,0.07540984,0.00327869,0.0,0.10491803999999999
0.2147,output/output_selection/fasta/selection_0.2147.fasta,-2.57701440907909,0.00017314574329004178,376.0,output/output_selection/snps/snps_0.2147.fasta,output/output_selection/matrix/matrix_0.2147.txt,output/output_selection/ancestral_sequence/ancestral_0.2147.fasta,output/output_selection/images/image_0.2147.png,output/output_selection/h_result/h_0.2147.txt,16666.9,0.17553191,0.13829787,0.13297873,0.02127659,0.00797872,0.0,0.0,0.0,0.14361701
0.271,output/output_selection/fasta/selection_0.271.fasta,-2.7370326023547182,9.065565909997422e-05,251.0,output/output_selection/snps/snps_0.271.fasta,output/output_selection/matrix/matrix_0.271.txt,output/output_selection/ancestral_sequence/ancestral_0.271.fasta,output/output_selection/images/image_0.271.png,output/output_selection/h_result/h_0.271.txt,24253.7,0.2749004,0.09163347,0.04780876,0.02390438,0.0,0.00398406,0.0,0.0,0.03585657
0.2772,output/output_selection/fasta/selection_0.2772.fasta,-2.716133116259132,0.0001194674921937646,316.0,output/output_selection/snps/snps_0.2772.fasta,output/output_selection/matrix/matrix_0.2772.txt,output/output_selection/ancestral_sequence/ancestral_0.2772.fasta,output/output_selection/images/image_0.2772.png,output/output_selection/h_result/h_0.2772.txt,18800.4,0.26898734,0.08860759,0.06329114,0.015822779999999998,0.00949368,0.0,0.0,0.0,0.10126583
0.3304,output/output_selection/fasta/selection_0.3304.fasta,-2.6038180483903406,0.00012733408019455106,289.0,output/output_selection/snps/snps_0.3304.fasta,output/output_selection/matrix/matrix_0.3304.txt,output/output_selection/ancestral_sequence/ancestral_0.3304.fasta,output/output_selection/images/image_0.3304.png,output/output_selection/h_result/h_0.3304.txt,19966.4,0.19031142,0.08304498,0.05882353,0.05190312,0.01038063,0.01730104,0.0,0.0,0.01038063
0.3312,output/output_selection/fasta/selection_0.3312.fasta,-2.419384518388184,0.00028659713402865973,517.0,output/output_selection/snps/snps_0.3312.fasta,output/output_selection/matrix/matrix_0.3312.txt,output/output_selection/ancestral_sequence/ancestral_0.3312.fasta,output/output_selection/images/image_0.3312.png,output/output_selection/h_result/h_0.3312.txt,19233.7,0.21276596,0.08704062,0.08897486,0.06963249,0.00580271,0.00386847,0.0,0.0,0.21663443
0.3397,output/output_selection/fasta/selection_0.3397.fasta,-2.6732767815205065,0.0001440611856507692,356.0,output/output_selection/snps/snps_0.3397.fasta,output/output_selection/matrix/matrix_0.3397.txt,output/output_selection/ancestral_sequence/ancestral_0.3397.fasta,output/output_selection/images/image_0.3397.png,output/output_selection/h_result/h_0.3397.txt,14908.5,0.19662921,0.11797753,0.11516854000000001,0.019662930000000002,0.00280899,0.0,0.0,0.0,0.10112359
0.3693,output/output_selection/fasta/selection_0.3693.fasta,-2.540012496224546,0.0001656953127438417,345.0,output/output_selection/snps/snps_0.3693.fasta,output/output_selection/matrix/matrix_0.3693.txt,output/output_selection/ancestral_sequence/ancestral_0.3693.fasta,output/output_selection/images/image_0.3693.png,output/output_selection/h_result/h_0.3693.txt,15781.5,0.16521739,0.09855072,0.14492753,0.03768116,0.0057971,0.0057971,0.0,0.0,0.11014493
0.3929,output/output_selection/fasta/selection_0.3929.fasta,-2.3437153681188354,0.00020560198438419625,347.0,output/output_selection/snps/snps_0.3929.fasta,output/output_selection/matrix/matrix_0.3929.txt,output/output_selection/ancestral_sequence/ancestral_0.3929.fasta,output/output_selection/images/image_0.3929.png,output/output_selection/h_result/h_0.3929.txt,16885.7,0.19884726,0.10086455,0.09510086,0.02017291,0.057636889999999996,0.0201729,0.0,0.0,0.13256484
0.3937,output/output_selection/fasta/selection_0.3937.fasta,-2.689408539680335,9.545359091863593e-05,246.0,output/output_selection/snps/snps_0.3937.fasta,output/output_selection/matrix/matrix_0.3937.txt,output/output_selection/ancestral_sequence/ancestral_0.3937.fasta,output/output_selection/images/image_0.3937.png,output/output_selection/h_result/h_0.3937.txt,21168.1,0.22764228,0.1300813,0.08943089,0.00406504,0.01219512,0.00813008,0.0,0.0,0.0
0.4318,output/output_selection/fasta/selection_0.4318.fasta,-2.5666918474761027,0.00014166120965052934,306.0,output/output_selection/snps/snps_0.4318.fasta,output/output_selection/matrix/matrix_0.4318.txt,output/output_selection/ancestral_sequence/ancestral_0.4318.fasta,output/output_selection/images/image_0.4318.png,output/output_selection/h_result/h_0.4318.txt,16715.0,0.17320261,0.16666667,0.09150327,0.03921568,0.00326797,0.00326797,0.00653594,0.0,0.062091490000000006
0.4562,output/output_selection/fasta/selection_0.4562.fasta,-1.992701986394514,0.00030660905512156964,386.0,output/output_selection/snps/snps_0.4562.fasta,output/output_selection/matrix/matrix_0.4562.txt,output/output_selection/ancestral_sequence/ancestral_0.4562.fasta,output/output_selection/images/image_0.4562.png,output/output_selection/h_result/h_0.4562.txt,20442.7,0.15284974,0.0984456,0.10621762,0.02849741,0.05440415,0.06735752,0.0,0.0,0.11658031999999999
0.4699,output/output_selection/fasta/selection_0.4699.fasta,-2.7625474347897296,9.92151694644666e-05,284.0,output/output_selection/snps/snps_0.4699.fasta,output/output_selection/matrix/matrix_0.4699.txt,output/output_selection/ancestral_sequence/ancestral_0.4699.fasta,output/output_selection/images/image_0.4699.png,output/output_selection/h_result/h_0.4699.txt,17472.7,0.21830986,0.07042254,0.05985915,0.02816902,0.00352113,0.00352113,0.0,0.0,0.035211269999999996
0.5086,output/output_selection/fasta/selection_0.5086.fasta,-2.702686263977661,9.681519346422656e-05,254.0,output/output_selection/snps/snps_0.5086.fasta,output/output_selection/matrix/matrix_0.5086.txt,output/output_selection/ancestral_sequence/ancestral_0.5086.fasta,output/output_selection/images/image_0.5086.png,output/output_selection/h_result/h_0.5086.txt,20089.7,0.2007874,0.08267717,0.10236221000000001,0.03149606,0.0,0.00393701,0.0,0.0,0.0
0.5117,output/output_selection/fasta/selection_0.5117.fasta,-2.6434457734567065,0.0001369844887409707,326.0,output/output_selection/snps/snps_0.5117.fasta,output/output_selection/matrix/matrix_0.5117.txt,output/output_selection/ancestral_sequence/ancestral_0.5117.fasta,output/output_selection/images/image_0.5117.png,output/output_selection/h_result/h_0.5117.txt,20408.6,0.14723926,0.13190184,0.08895705999999999,0.02453987,0.0,0.00613497,0.0,0.0,0.12883435
0.5179,output/output_selection/fasta/selection_0.5179.fasta,-2.694628975987869,8.776275873604864e-05,229.0,output/output_selection/snps/snps_0.5179.fasta,output/output_selection/matrix/matrix_0.5179.txt,output/output_selection/ancestral_sequence/ancestral_0.5179.fasta,output/output_selection/images/image_0.5179.png,output/output_selection/h_result/h_0.5179.txt,21429.7,0.25327511,0.05676856,0.09170306,0.03493449,0.01310043,0.0,0.0,0.0,0.0
0.521,output/output_selection/fasta/selection_0.521.fasta,-2.686492430038458,0.0001008292947373552,258.0,output/output_selection/snps/snps_0.521.fasta,output/output_selection/matrix/matrix_0.521.txt,output/output_selection/ancestral_sequence/ancestral_0.521.fasta,output/output_selection/images/image_0.521.png,output/output_selection/h_result/h_0.521.txt,19609.3,0.22868217,0.08139535,0.08527132,0.03100776,0.01550388,0.0,0.0,0.0,0.0
0.5217,output/output_selection/fasta/selection_0.5217.fasta,-2.6705449681880657,9.177686000917741e-05,231.0,output/output_selection/snps/snps_0.5217.fasta,output/output_selection/matrix/matrix_0.5217.txt,output/output_selection/ancestral_sequence/ancestral_0.5217.fasta,output/output_selection/images/image_0.5217.png,output/output_selection/h_result/h_0.5217.txt,18253.5,0.22510823,0.12987013,0.08225109,0.02597402,0.008658,0.004329,0.0,0.0,0.00865801
0.5804,output/output_selection/fasta/selection_0.5804.fasta,-2.67687606444104,9.177483982735891e-05,233.0,output/output_selection/snps/snps_0.5804.fasta,output/output_selection/matrix/matrix_0.5804.txt,output/output_selection/ancestral_sequence/ancestral_0.5804.fasta,output/output_selection/images/image_0.5804.png,output/output_selection/h_result/h_0.5804.txt,19722.3,0.1888412,0.11158798,0.12017168,0.02575108,0.00429185,0.0,0.0,0.0,0.0
0.5897,output/output_selection/fasta/selection_0.5897.fasta,-2.752139177926181,0.00011559682382974079,323.0,output/output_selection/snps/snps_0.5897.fasta,output/output_selection/matrix/matrix_0.5897.txt,output/output_selection/ancestral_sequence/ancestral_0.5897.fasta,output/output_selection/images/image_0.5897.png,output/output_selection/h_result/h_0.5897.txt,15342.5,0.14860681,0.07430341,0.06811145,0.037151710000000004,0.00309598,0.00619195,0.0,0.0,0.08978328
0.6336,output/output_selection/fasta/selection_0.6336.fasta,-2.6012508423374943,0.00013561076510446984,306.0,output/output_selection/snps/snps_0.6336.fasta,output/output_selection/matrix/matrix_0.6336.txt,output/output_selection/ancestral_sequence/ancestral_0.6336.fasta,output/output_selection/images/image_0.6336.png,output/output_selection/h_result/h_0.6336.txt,20936.3,0.33333333,0.04248366,0.06862746,0.04575163,0.00326797,0.009803919999999999,0.0,0.0,0.15686274
0.6367,output/output_selection/fasta/selection_0.6367.fasta,-2.6607107284744864,9.308189746385319e-05,231.0,output/output_selection/snps/snps_0.6367.fasta,output/output_selection/matrix/matrix_0.6367.txt,output/output_selection/ancestral_sequence/ancestral_0.6367.fasta,output/output_selection/images/image_0.6367.png,output/output_selection/h_result/h_0.6367.txt,21243.3,0.23376623,0.05194805,0.09523809,0.043290050000000004,0.01731601,0.0,0.0,0.0,0.0
0.6398,output/output_selection/fasta/selection_0.6398.fasta,-2.7478416551345197,0.00011411603055686604,317.0,output/output_selection/snps/snps_0.6398.fasta,output/output_selection/matrix/matrix_0.6398.txt,output/output_selection/ancestral_sequence/ancestral_0.6398.fasta,output/output_selection/images/image_0.6398.png,output/output_selection/h_result/h_0.6398.txt,18372.6,0.23974763,0.07255521,0.06309149,0.01892744,0.00630914,0.0,0.0,0.0,0.10094638
0.6429,output/output_selection/fasta/selection_0.6429.fasta,-2.675690037688829,0.00010074848746461992,254.0,output/output_selection/snps/snps_0.6429.fasta,output/output_selection/matrix/matrix_0.6429.txt,output/output_selection/ancestral_sequence/ancestral_0.6429.fasta,output/output_selection/images/image_0.6429.png,output/output_selection/h_result/h_0.6429.txt,20790.6,0.20472441,0.07874016,0.07480315,0.03937008,0.01574804,0.00393701,0.0,0.0,0.0
0.646,output/output_selection/fasta/selection_0.646.fasta,-2.7665064168173688,8.825366291791586e-05,256.0,output/output_selection/snps/snps_0.646.fasta,output/output_selection/matrix/matrix_0.646.txt,output/output_selection/ancestral_sequence/ancestral_0.646.fasta,output/output_selection/images/image_0.646.png,output/output_selection/h_result/h_0.646.txt,20522.4,0.1484375,0.109375,0.05859375,0.02734375,0.0,0.00390625,0.0,0.0,0.0
0.6711,output/output_selection/fasta/selection_0.6711.fasta,-2.6616579356202044,0.00012161292528488808,298.0,output/output_selection/snps/snps_0.6711.fasta,output/output_selection/matrix/matrix_0.6711.txt,output/output_selection/ancestral_sequence/ancestral_0.6711.fasta,output/output_selection/images/image_0.6711.png,output/output_selection/h_result/h_0.6711.txt,16060.9,0.22818792,0.10067114,0.08053691,0.03020134,0.0033557,0.0033557,0.0,0.0,0.03355705
0.6955,output/output_selection/fasta/selection_0.6955.fasta,-2.445940350824142,0.00017269524274454178,324.0,output/output_selection/snps/snps_0.6955.fasta,output/output_selection/matrix/matrix_0.6955.txt,output/output_selection/ancestral_sequence/ancestral_0.6955.fasta,output/output_selection/images/image_0.6955.png,output/output_selection/h_result/h_0.6955.txt,13703.3,0.19753086,0.04938272,0.09567902,0.06481482,0.02469136,0.01234568,0.0,0.0,0.06790124
0.7717,output/output_selection/fasta/selection_0.7717.fasta,-2.69781109145667,9.711822073698423e-05,253.0,output/output_selection/snps/snps_0.7717.fasta,output/output_selection/matrix/matrix_0.7717.txt,output/output_selection/ancestral_sequence/ancestral_0.7717.fasta,output/output_selection/images/image_0.7717.png,output/output_selection/h_result/h_0.7717.txt,21736.9,0.27667984,0.07509881,0.08695652000000001,0.03162056,0.00790514,0.0,0.0,0.0,0.0
0.7772,output/output_selection/fasta/selection_0.7772.fasta,-2.6622351609988817,0.00011082919473835532,273.0,output/output_selection/snps/snps_0.7772.fasta,output/output_selection/matrix/matrix_0.7772.txt,output/output_selection/ancestral_sequence/ancestral_0.7772.fasta,output/output_selection/images/image_0.7772.png,output/output_selection/h_result/h_0.7772.txt,19566.1,0.19047619,0.08058608,0.11355311,0.054945060000000004,0.0,0.003663,0.0,0.0,0.0
0.8211,output/output_selection/fasta/selection_0.8211.fasta,-2.6188395912705067,0.00010632014891972254,248.0,output/output_selection/snps/snps_0.8211.fasta,output/output_selection/matrix/matrix_0.8211.txt,output/output_selection/ancestral_sequence/ancestral_0.8211.fasta,output/output_selection/images/image_0.8211.png,output/output_selection/h_result/h_0.8211.txt,17126.3,0.15725806,0.16532258,0.0766129,0.0483871,0.012096780000000001,0.00403226,0.0,0.0,0.02016129
0.8335,output/output_selection/fasta/selection_0.8335.fasta,-2.4034313067588338,0.0001960586454741508,351.0,output/output_selection/snps/snps_0.8335.fasta,output/output_selection/matrix/matrix_0.8335.txt,output/output_selection/ancestral_sequence/ancestral_0.8335.fasta,output/output_selection/images/image_0.8335.png,output/output_selection/h_result/h_0.8335.txt,16791.3,0.21367521,0.06552707,0.14529914,0.03988604,0.01994302,0.005698,0.0,0.0,0.13105413
0.8397,output/output_selection/fasta/selection_0.8397.fasta,-2.7223476141972616,9.395057564575832e-05,254.0,output/output_selection/snps/snps_0.8397.fasta,output/output_selection/matrix/matrix_0.8397.txt,output/output_selection/ancestral_sequence/ancestral_0.8397.fasta,output/output_selection/images/image_0.8397.png,output/output_selection/h_result/h_0.8397.txt,16780.1,0.22834646,0.07480315,0.059055119999999996,0.047244100000000004,0.00393701,0.0,0.0,0.0,0.0
0.8898,output/output_selection/fasta/selection_0.8898.fasta,-2.6387938085390696,0.00010612419128333935,254.0,output/output_selection/snps/snps_0.8898.fasta,output/output_selection/matrix/matrix_0.8898.txt,output/output_selection/ancestral_sequence/ancestral_0.8898.fasta,output/output_selection/images/image_0.8898.png,output/output_selection/h_result/h_0.8898.txt,19349.3,0.24409449,0.14566929,0.05905512,0.02362205,0.00787402,0.01574804,0.0,0.0,0.0
0.8929,output/output_selection/fasta/selection_0.8929.fasta,-2.538440945115765,0.00018142444838177826,376.0,output/output_selection/snps/snps_0.8929.fasta,output/output_selection/matrix/matrix_0.8929.txt,output/output_selection/ancestral_sequence/ancestral_0.8929.fasta,output/output_selection/images/image_0.8929.png,output/output_selection/h_result/h_0.8929.txt,18458.2,0.15425532,0.09308511,0.08776595000000001,0.01329787,0.02659574,0.00265957,0.0,0.0,0.10904255
0.8967,output/output_selection/fasta/selection_0.8967.fasta,-2.7049911405720555,0.00016503875365286676,424.0,output/output_selection/snps/snps_0.8967.fasta,output/output_selection/matrix/matrix_0.8967.txt,output/output_selection/ancestral_sequence/ancestral_0.8967.fasta,output/output_selection/images/image_0.8967.png,output/output_selection/h_result/h_0.8967.txt,17796.4,0.15801887,0.08490566,0.08490566,0.0235849,0.00471698,0.0,0.0,0.0,0.14150943
0.8991,output/output_selection/fasta/selection_0.8991.fasta,-2.6441795911878567,9.308795800930836e-05,226.0,output/output_selection/snps/snps_0.8991.fasta,output/output_selection/matrix/matrix_0.8991.txt,output/output_selection/ancestral_sequence/ancestral_0.8991.fasta,output/output_selection/images/image_0.8991.png,output/output_selection/h_result/h_0.8991.txt,18278.5,0.2079646,0.11061947,0.07079646,0.03982302,0.00442478,0.013274339999999999,0.0,0.0,0.0
0.9074,output/output_selection/fasta/selection_0.9074.fasta,-2.145616317655488,0.00021753923874902656,309.0,output/output_selection/snps/snps_0.9074.fasta,output/output_selection/matrix/matrix_0.9074.txt,output/output_selection/ancestral_sequence/ancestral_0.9074.fasta,output/output_selection/images/image_0.9074.png,output/output_selection/h_result/h_0.9074.txt,18725.2,0.15857605,0.08737864,0.04530745,0.05177994000000001,0.035598700000000004,0.04854369,0.0,0.0,0.11003236999999999
0.9211,output/output_selection/fasta/selection_0.9211.fasta,-2.7161884920703776,9.722933073699518e-05,260.0,output/output_selection/snps/snps_0.9211.fasta,output/output_selection/matrix/matrix_0.9211.txt,output/output_selection/ancestral_sequence/ancestral_0.9211.fasta,output/output_selection/images/image_0.9211.png,output/output_selection/h_result/h_0.9211.txt,23238.7,0.21923077,0.10769231,0.06538462,0.03461538,0.00384615,0.00384615,0.0,0.0,0.02692308
0.9461,output/output_selection/fasta/selection_0.9461.fasta,-2.442058822553128,0.0001480308429238936,278.0,output/output_selection/snps/snps_0.9461.fasta,output/output_selection/matrix/matrix_0.9461.txt,output/output_selection/ancestral_sequence/ancestral_0.9461.fasta,output/output_selection/images/image_0.9461.png,output/output_selection/h_result/h_0.9461.txt,21294.1,0.1618705,0.04676259,0.11510792,0.03237409,0.0,0.025179840000000002,0.0,0.0,0.04676259
0.9592,output/output_selection/fasta/selection_0.9592.fasta,-2.604793651816297,0.00012855224983103654,292.0,output/output_selection/snps/snps_0.9592.fasta,output/output_selection/matrix/matrix_0.9592.txt,output/output_selection/ancestral_sequence/ancestral_0.9592.fasta,output/output_selection/images/image_0.9592.png,output/output_selection/h_result/h_0.9592.txt,17519.0,0.19178082,0.14726027,0.07191781,0.0410959,0.00684932,0.00342466,0.0,0.0,0.09931509000000001
0.0485,output/output_selection/fasta/selection_0.0485.fasta,-1.8872805487688855,0.0003635761622181752,425.0,output/output_selection/snps/snps_0.0485.fasta,output/output_selection/matrix/matrix_0.0485.txt,output/output_selection/ancestral_sequence/ancestral_0.0485.fasta,output/output_selection/images/image_0.0485.png,output/output_selection/h_result/h_0.0485.txt,19766.1,0.11764706,0.15764706,0.09411765,0.06588234,0.01176471,0.03294117,0.02352941,0.0,0.15294113999999998
0.0836,output/output_selection/fasta/selection_0.0836.fasta,-2.2087317205556523,0.00030688177966705185,456.0,output/output_selection/snps/snps_0.0836.fasta,output/output_selection/matrix/matrix_0.0836.txt,output/output_selection/ancestral_sequence/ancestral_0.0836.fasta,output/output_selection/images/image_0.0836.png,output/output_selection/h_result/h_0.0836.txt,18807.7,0.11842105,0.03070175,0.09210527,0.10307018000000001,0.04166667,0.0,0.0,0.0,0.21052631
0.0973,output/output_selection/fasta/selection_0.0973.fasta,-2.4098413117615745,0.0002113049576574936,380.0,output/output_selection/snps/snps_0.0973.fasta,output/output_selection/matrix/matrix_0.0973.txt,output/output_selection/ancestral_sequence/ancestral_0.0973.fasta,output/output_selection/images/image_0.0973.png,output/output_selection/h_result/h_0.0973.txt,18869.9,0.12894737,0.11052632,0.12631578,0.06315789,0.01052632,0.00526316,0.0,0.0,0.12894737
0.111,output/output_selection/fasta/selection_0.111.fasta,-2.522364169717636,0.00016562864674383535,338.0,output/output_selection/snps/snps_0.111.fasta,output/output_selection/matrix/matrix_0.111.txt,output/output_selection/ancestral_sequence/ancestral_0.111.fasta,output/output_selection/images/image_0.111.png,output/output_selection/h_result/h_0.111.txt,18262.6,0.19526627,0.13609467,0.0591716,0.047337279999999995,0.01183432,0.00887574,0.0,0.0,0.1035503
0.1217,output/output_selection/fasta/selection_0.1217.fasta,-2.05763911128414,0.00037305485531003455,491.0,output/output_selection/snps/snps_0.1217.fasta,output/output_selection/matrix/matrix_0.1217.txt,output/output_selection/ancestral_sequence/ancestral_0.1217.fasta,output/output_selection/images/image_0.1217.png,output/output_selection/h_result/h_0.1217.txt,15278.3,0.11201629,0.08961303,0.16700610999999999,0.09368636,0.02647658,0.022403259999999998,0.0,0.0,0.20366599999999999
0.1735,output/output_selection/fasta/selection_0.1735.fasta,-2.7400716239763607,0.00015464087783364496,419.0,output/output_selection/snps/snps_0.1735.fasta,output/output_selection/matrix/matrix_0.1735.txt,output/output_selection/ancestral_sequence/ancestral_0.1735.fasta,output/output_selection/images/image_0.1735.png,output/output_selection/h_result/h_0.1735.txt,22077.3,0.11694511,0.11455847,0.06205251,0.01670644,0.007159899999999999,0.0,0.0,0.0,0.22434368
0.1842,output/output_selection/fasta/selection_0.1842.fasta,-2.6904404409273766,0.00016732155910764078,421.0,output/output_selection/snps/snps_0.1842.fasta,output/output_selection/matrix/matrix_0.1842.txt,output/output_selection/ancestral_sequence/ancestral_0.1842.fasta,output/output_selection/images/image_0.1842.png,output/output_selection/h_result/h_0.1842.txt,19021.9,0.18527316,0.06413302,0.04988123999999999,0.028503559999999997,0.00950119,0.0,0.0,0.0,0.19239905
0.2223,output/output_selection/fasta/selection_0.2223.fasta,-2.2439199065383275,0.00028711834093780213,440.0,output/output_selection/snps/snps_0.2223.fasta,output/output_selection/matrix/matrix_0.2223.txt,output/output_selection/ancestral_sequence/ancestral_0.2223.fasta,output/output_selection/images/image_0.2223.png,output/output_selection/h_result/h_0.2223.txt,18995.4,0.11363636,0.10454545,0.175,0.06818181000000001,0.00909091,0.0,0.0,0.0,0.23636365000000004
0.2467,output/output_selection/fasta/selection_0.2467.fasta,-2.768109763295886,9.132635946367768e-05,265.0,output/output_selection/snps/snps_0.2467.fasta,output/output_selection/matrix/matrix_0.2467.txt,output/output_selection/ancestral_sequence/ancestral_0.2467.fasta,output/output_selection/images/image_0.2467.png,output/output_selection/h_result/h_0.2467.txt,20287.3,0.22641509,0.0754717,0.06792453,0.01886792,0.00377358,0.0,0.0,0.0,0.0
0.2835,output/output_selection/fasta/selection_0.2835.fasta,-2.352322465605147,0.0002099211331119005,357.0,output/output_selection/snps/snps_0.2835.fasta,output/output_selection/matrix/matrix_0.2835.txt,output/output_selection/ancestral_sequence/ancestral_0.2835.fasta,output/output_selection/images/image_0.2835.png,output/output_selection/h_result/h_0.2835.txt,16902.2,0.10084034,0.07002801,0.1092437,0.030812319999999997,0.01960784,0.039215679999999996,0.0,0.0,0.11764705
0.2848,output/output_selection/fasta/selection_0.2848.fasta,-2.058446277220689,0.0003082676243944627,407.0,output/output_selection/snps/snps_0.2848.fasta,output/output_selection/matrix/matrix_0.2848.txt,output/output_selection/ancestral_sequence/ancestral_0.2848.fasta,output/output_selection/images/image_0.2848.png,output/output_selection/h_result/h_0.2848.txt,19266.2,0.15724816,0.0982801,0.08108108,0.04422604,0.02702703,0.061425060000000004,0.0,0.0,0.15233412000000002
0.2985,output/output_selection/fasta/selection_0.2985.fasta,-2.7693983364309798,7.902547237153857e-05,232.0,output/output_selection/snps/snps_0.2985.fasta,output/output_selection/matrix/matrix_0.2985.txt,output/output_selection/ancestral_sequence/ancestral_0.2985.fasta,output/output_selection/images/image_0.2985.png,output/output_selection/h_result/h_0.2985.txt,22122.8,0.17241379,0.09482759,0.05603448,0.03017241,0.0,0.0,0.0,0.0,0.00862069
0.3229,output/output_selection/fasta/selection_0.3229.fasta,-2.482071205552398,0.00021839781602183932,423.0,output/output_selection/snps/snps_0.3229.fasta,output/output_selection/matrix/matrix_0.3229.txt,output/output_selection/ancestral_sequence/ancestral_0.3229.fasta,output/output_selection/images/image_0.3229.png,output/output_selection/h_result/h_0.3229.txt,23019.4,0.16312057,0.07565012,0.09456265,0.04491726,0.00236407,0.00236407,0.0,0.0,0.21985814999999997
0.358,output/output_selection/fasta/selection_0.358.fasta,-2.077562538620885,0.0002864011763922759,384.0,output/output_selection/snps/snps_0.358.fasta,output/output_selection/matrix/matrix_0.358.txt,output/output_selection/ancestral_sequence/ancestral_0.358.fasta,output/output_selection/images/image_0.358.png,output/output_selection/h_result/h_0.358.txt,17894.8,0.11979167,0.0859375,0.078125,0.049479159999999994,0.11458333,0.00260417,0.0,0.0,0.14583332999999998
